ID_LINEA,ROUTE_ID,DIRECTION_ID,DIRECTION_TO,START_DATE,STOP_NAME,ARRIVAL_TIME,ARRIVAL_DELAY,DEPARTURE_TIME,DEPARTURE_DELAY,CREATED_AT
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,San Pedrito,2024-02-27 22:33:18,3.0,2024-02-27 22:33:42,3.4,2024-02-27 19:31:50.408
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,San José de Flores,2024-02-27 22:30:18,0.0,2024-02-27 22:30:42,0.4,2024-02-27 19:31:50.408
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Carabobo,2024-02-27 22:32:18,2.0,2024-02-27 22:32:42,2.4,2024-02-27 19:31:50.408
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Puán,2024-02-27 22:33:18,3.0,2024-02-27 22:33:42,3.4,2024-02-27 19:31:50.408
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Primera Junta,2024-02-27 22:31:18,1.0,2024-02-27 22:31:42,1.4,2024-02-27 19:31:50.408
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Acoyte,2024-02-27 22:32:18,2.0,2024-02-27 22:32:42,2.4,2024-02-27 19:31:50.408
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Río de Janeiro,2024-02-27 22:32:18,2.0,2024-02-27 22:32:42,2.4,2024-02-27 19:31:50.408
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Castro Barros,2024-02-27 22:34:18,4.0,2024-02-27 22:34:42,4.4,2024-02-27 19:31:50.408
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Loria,2024-02-27 22:35:18,5.0,2024-02-27 22:35:42,5.4,2024-02-27 19:31:50.408
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Plaza Miserere,2024-02-27 22:32:18,2.0,2024-02-27 22:32:42,2.4,2024-02-27 19:31:50.408
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Pasco,2024-02-27 22:34:18,4.0,2024-02-27 22:34:42,4.4,2024-02-27 19:31:50.408
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Congreso,2024-02-27 22:31:18,1.0,2024-02-27 22:31:42,1.4,2024-02-27 19:31:50.408
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Sáenz Peña,2024-02-27 22:33:18,3.0,2024-02-27 22:33:42,3.4,2024-02-27 19:31:50.408
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Lima,2024-02-27 22:31:18,1.0,2024-02-27 22:31:42,1.4,2024-02-27 19:31:50.408
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Piedras,2024-02-27 22:32:18,2.0,2024-02-27 22:32:42,2.4,2024-02-27 19:31:50.408
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Perú,2024-02-27 22:31:18,1.0,2024-02-27 22:31:42,1.4,2024-02-27 19:31:50.408
LineaA_A11,LineaA,1,Plaza de Mayo,2024-02-27,Plaza de Mayo,2024-02-27 22:32:18,2.0,2024-02-27 22:32:42,2.4,2024-02-27 19:31:50.408
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Plaza de Mayo,2024-02-27 22:32:18,2.0,2024-02-27 22:32:42,2.4,2024-02-27 19:31:50.408
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Perú,2024-02-27 22:32:18,2.0,2024-02-27 22:32:42,2.4,2024-02-27 19:31:50.408
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Piedras,2024-02-27 22:32:18,2.0,2024-02-27 22:32:42,2.4,2024-02-27 19:31:50.408
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Lima,2024-02-27 22:34:18,4.0,2024-02-27 22:34:42,4.4,2024-02-27 19:31:50.408
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Sáenz Peña,2024-02-27 22:34:18,4.0,2024-02-27 22:34:42,4.4,2024-02-27 19:31:50.408
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Congreso,2024-02-27 22:32:18,2.0,2024-02-27 22:32:42,2.4,2024-02-27 19:31:50.408
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Alberti,2024-02-27 22:33:18,3.0,2024-02-27 22:33:42,3.4,2024-02-27 19:31:50.408
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Plaza Miserere,2024-02-27 22:31:18,1.0,2024-02-27 22:31:42,1.4,2024-02-27 19:31:50.408
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Loria,2024-02-27 22:33:18,3.0,2024-02-27 22:33:42,3.4,2024-02-27 19:31:50.408
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Castro Barros,2024-02-27 22:31:18,1.0,2024-02-27 22:31:42,1.4,2024-02-27 19:31:50.408
LineaA_A01,LineaA,0,San Pedrito,2024-02-27,Río de Janeiro,2024-02-27 22:32:18,2.0,2024-02-27 22:32:42,2.4,2024-02-27 19:31:50.408
